ID,Database Fundamentals,Computer Architecture,Distributed Computing Systems,Cyber Security,Networking,Software Development,Programming Skills,Project Management,Computer Forensics Fundamentals,Technical Communication,AI ML,Software Engineering,Business Analysis,Communication skills,Data Science,Troubleshooting skills,Graphics Designing,Openness,Conscientousness,Extraversion,Agreeableness,Emotional_Range,Conversation,Openness to Change,Hedonism,Self-enhancement,Self-transcendence,Role,PersonalityType
4978,5,5,5,5,5,5,5,5,5,6,5,5,5,0,5,5,5,0.659589546,0.470072343,0.447807821,0.178701035,0.684597296,0.201626205,0.330299177,0.180691432,0.328565328,0.281113762,Technical Writer,LHHHH
4979,5,5,5,5,5,5,5,5,5,6,5,5,5,3,5,5,5,0.765589964,0.502957144,0.636764161,0.351640766,0.606099465,0.158906331,0.43949041,0.183881547,0.40723726,0.32007838,Technical Writer,HHHHL
4980,5,5,5,5,5,5,5,5,5,6,5,5,5,2,5,5,5,0.855838546,0.324824763,0.573834815,0.192301733,0.482306573,0.045603331,0.385590022,0.218677208,0.314607716,0.161230504,Technical Writer,HLHHL
4981,1,1,1,1,1,1,1,1,1,6,1,1,1,4,1,1,1,0.817302555,0.68910907,0.320097582,0.110880961,0.812133312,0.099970149,0.197148358,0.066160571,0.145552773,0.175621993,Technical Writer,HHLLH
4982,1,1,1,1,1,1,1,1,1,6,1,1,1,5,1,1,1,0.871692557,0.302494143,0.233009053,0.059781913,0.513302888,0.036529242,0.390881542,0.143903551,0.272436921,0.221903097,Technical Writer,HLLLL
4983,1,1,1,1,1,1,1,1,1,6,1,1,1,1,1,1,1,0.659589546,0.470072343,0.447807821,0.178701035,0.684597296,0.201626205,0.330299177,0.180691432,0.328565328,0.281113762,Technical Writer,LHHHH
4984,1,1,1,1,1,1,1,1,1,6,1,1,1,0,1,1,1,0.765589964,0.502957144,0.636764161,0.351640766,0.606099465,0.158906331,0.43949041,0.183881547,0.40723726,0.32007838,Technical Writer,HHHHL
4985,1,1,1,1,1,1,1,1,1,6,1,1,1,3,1,1,1,0.855838546,0.324824763,0.573834815,0.192301733,0.482306573,0.045603331,0.385590022,0.218677208,0.314607716,0.161230504,Technical Writer,HLHHL
4986,1,1,1,1,1,1,1,1,1,6,1,1,1,2,1,1,1,0.817302555,0.68910907,0.320097582,0.110880961,0.812133312,0.099970149,0.197148358,0.066160571,0.145552773,0.175621993,Technical Writer,HHLLH
4987,0,0,0,0,0,0,0,0,0,6,0,0,0,4,0,0,0,0.871692557,0.302494143,0.233009053,0.059781913,0.513302888,0.036529242,0.390881542,0.143903551,0.272436921,0.221903097,Technical Writer,HLLLL
4988,0,0,0,0,0,0,0,0,0,6,0,0,0,5,0,0,0,0.659589546,0.470072343,0.447807821,0.178701035,0.684597296,0.201626205,0.330299177,0.180691432,0.328565328,0.281113762,Technical Writer,LHHHH
4989,0,0,0,0,0,0,0,0,0,6,0,0,0,1,0,0,0,0.765589964,0.502957144,0.636764161,0.351640766,0.606099465,0.158906331,0.43949041,0.183881547,0.40723726,0.32007838,Technical Writer,HHHHL
4990,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0.855838546,0.324824763,0.573834815,0.192301733,0.482306573,0.045603331,0.385590022,0.218677208,0.314607716,0.161230504,Technical Writer,HLHHL
4991,0,0,0,0,0,0,0,0,0,6,0,0,0,3,0,0,0,0.817302555,0.68910907,0.320097582,0.110880961,0.812133312,0.099970149,0.197148358,0.066160571,0.145552773,0.175621993,Technical Writer,HHLLH
4992,0,0,0,0,0,0,0,0,0,6,0,0,0,2,0,0,0,0.871692557,0.302494143,0.233009053,0.059781913,0.513302888,0.036529242,0.390881542,0.143903551,0.272436921,0.221903097,Technical Writer,HLLLL
4993,3,3,3,3,3,3,3,3,3,6,3,3,3,4,3,3,3,0.659589546,0.470072343,0.447807821,0.178701035,0.684597296,0.201626205,0.330299177,0.180691432,0.328565328,0.281113762,Technical Writer,LHHHH
4994,3,3,3,3,3,3,3,3,3,6,3,3,3,5,3,3,3,0.765589964,0.502957144,0.636764161,0.351640766,0.606099465,0.158906331,0.43949041,0.183881547,0.40723726,0.32007838,Technical Writer,HHHHL
4995,3,3,3,3,3,3,3,3,3,6,3,3,3,1,3,3,3,0.855838546,0.324824763,0.573834815,0.192301733,0.482306573,0.045603331,0.385590022,0.218677208,0.314607716,0.161230504,Technical Writer,HLHHL
4996,3,3,3,3,3,3,3,3,3,6,3,3,3,0,3,3,3,0.817302555,0.68910907,0.320097582,0.110880961,0.812133312,0.099970149,0.197148358,0.066160571,0.145552773,0.175621993,Technical Writer,HHLLH
4997,3,3,3,3,3,3,3,3,3,6,3,3,3,3,3,3,3,0.871692557,0.302494143,0.233009053,0.059781913,0.513302888,0.036529242,0.390881542,0.143903551,0.272436921,0.221903097,Technical Writer,HLLLL
4998,3,3,3,3,3,3,3,3,3,6,3,3,3,2,3,3,3,0.659589546,0.470072343,0.447807821,0.178701035,0.684597296,0.201626205,0.330299177,0.180691432,0.328565328,0.281113762,Technical Writer,LHHHH
4999,2,2,2,2,2,2,2,2,2,6,2,2,2,4,2,2,2,0.765589964,0.502957144,0.636764161,0.351640766,0.606099465,0.158906331,0.43949041,0.183881547,0.40723726,0.32007838,Technical Writer,HHHHL
5000,2,2,2,2,2,2,2,2,2,6,2,2,2,5,2,2,2,0.855838546,0.324824763,0.573834815,0.192301733,0.482306573,0.045603331,0.385590022,0.218677208,0.314607716,0.161230504,Technical Writer,HLHHL
5001,2,2,2,2,2,2,2,2,2,6,2,2,2,1,2,2,2,0.817302555,0.68910907,0.320097582,0.110880961,0.812133312,0.099970149,0.197148358,0.066160571,0.145552773,0.175621993,Technical Writer,HHLLH
5002,2,2,2,2,2,2,2,2,2,6,2,2,2,0,2,2,2,0.871692557,0.302494143,0.233009053,0.059781913,0.513302888,0.036529242,0.390881542,0.143903551,0.272436921,0.221903097,Technical Writer,HLLLL
5003,2,2,2,2,2,2,2,2,2,6,2,2,2,3,2,2,2,0.659589546,0.470072343,0.447807821,0.178701035,0.684597296,0.201626205,0.330299177,0.180691432,0.328565328,0.281113762,Technical Writer,LHHHH
5004,2,2,2,2,2,2,2,2,2,6,2,2,2,2,2,2,2,0.765589964,0.502957144,0.636764161,0.351640766,0.606099465,0.158906331,0.43949041,0.183881547,0.40723726,0.32007838,Technical Writer,HHHHL
5005,4,4,4,4,4,4,4,4,4,6,4,4,4,4,4,4,4,0.855838546,0.324824763,0.573834815,0.192301733,0.482306573,0.045603331,0.385590022,0.218677208,0.314607716,0.161230504,Technical Writer,HLHHL
5006,4,4,4,4,4,4,4,4,4,6,4,4,4,4,5,4,4,0.817302555,0.68910907,0.320097582,0.110880961,0.812133312,0.099970149,0.197148358,0.066160571,0.145552773,0.175621993,Technical Writer,HHLLH
5007,4,4,4,4,4,4,4,4,4,6,4,4,4,4,1,4,4,0.871692557,0.302494143,0.233009053,0.059781913,0.513302888,0.036529242,0.390881542,0.143903551,0.272436921,0.221903097,Technical Writer,HLLLL
5008,4,4,4,4,4,4,4,4,4,6,4,4,4,4,0,4,4,0.659589546,0.470072343,0.447807821,0.178701035,0.684597296,0.201626205,0.330299177,0.180691432,0.328565328,0.281113762,Technical Writer,LHHHH
5009,4,4,4,4,4,4,4,4,4,6,4,4,4,4,3,4,4,0.765589964,0.502957144,0.636764161,0.351640766,0.606099465,0.158906331,0.43949041,0.183881547,0.40723726,0.32007838,Technical Writer,HHHHL
5010,4,4,4,4,4,4,4,4,4,6,4,4,4,4,2,4,4,0.855838546,0.324824763,0.573834815,0.192301733,0.482306573,0.045603331,0.385590022,0.218677208,0.314607716,0.161230504,Technical Writer,HLHHL
5011,5,5,5,5,5,5,5,5,5,6,5,5,5,5,4,5,5,0.817302555,0.68910907,0.320097582,0.110880961,0.812133312,0.099970149,0.197148358,0.066160571,0.145552773,0.175621993,Technical Writer,HHLLH
5012,5,5,5,5,5,5,5,5,5,6,5,5,5,5,5,5,5,0.871692557,0.302494143,0.233009053,0.059781913,0.513302888,0.036529242,0.390881542,0.143903551,0.272436921,0.221903097,Technical Writer,HLLLL
5013,5,5,5,5,5,5,5,5,5,6,5,5,5,5,1,5,5,0.659589546,0.470072343,0.447807821,0.178701035,0.684597296,0.201626205,0.330299177,0.180691432,0.328565328,0.281113762,Technical Writer,LHHHH
5014,5,5,5,5,5,5,5,5,5,6,5,5,5,5,0,5,5,0.765589964,0.502957144,0.636764161,0.351640766,0.606099465,0.158906331,0.43949041,0.183881547,0.40723726,0.32007838,Technical Writer,HHHHL
5015,5,5,5,5,5,5,5,5,5,6,5,5,5,5,3,5,5,0.855838546,0.324824763,0.573834815,0.192301733,0.482306573,0.045603331,0.385590022,0.218677208,0.314607716,0.161230504,Technical Writer,HLHHL
5016,5,5,5,5,5,5,5,5,5,6,5,5,5,5,2,5,5,0.817302555,0.68910907,0.320097582,0.110880961,0.812133312,0.099970149,0.197148358,0.066160571,0.145552773,0.175621993,Technical Writer,HHLLH
5017,1,1,1,1,1,1,1,1,1,6,1,1,1,1,4,1,1,0.871692557,0.302494143,0.233009053,0.059781913,0.513302888,0.036529242,0.390881542,0.143903551,0.272436921,0.221903097,Technical Writer,HLLLL
5018,1,1,1,1,1,1,1,1,1,6,1,1,1,1,5,1,1,0.659589546,0.470072343,0.447807821,0.178701035,0.684597296,0.201626205,0.330299177,0.180691432,0.328565328,0.281113762,Technical Writer,LHHHH
5019,1,1,1,1,1,1,1,1,1,6,1,1,1,1,1,1,1,0.765589964,0.502957144,0.636764161,0.351640766,0.606099465,0.158906331,0.43949041,0.183881547,0.40723726,0.32007838,Technical Writer,HHHHL
5020,1,1,1,1,1,1,1,1,1,6,1,1,1,1,0,1,1,0.855838546,0.324824763,0.573834815,0.192301733,0.482306573,0.045603331,0.385590022,0.218677208,0.314607716,0.161230504,Technical Writer,HLHHL
5021,1,1,1,1,1,1,1,1,1,6,1,1,1,1,3,1,1,0.817302555,0.68910907,0.320097582,0.110880961,0.812133312,0.099970149,0.197148358,0.066160571,0.145552773,0.175621993,Technical Writer,HHLLH
5022,1,1,1,1,1,1,1,1,1,6,1,1,1,1,2,1,1,0.871692557,0.302494143,0.233009053,0.059781913,0.513302888,0.036529242,0.390881542,0.143903551,0.272436921,0.221903097,Technical Writer,HLLLL
5023,0,0,0,0,0,0,0,0,0,6,0,0,0,0,4,0,0,0.659589546,0.470072343,0.447807821,0.178701035,0.684597296,0.201626205,0.330299177,0.180691432,0.328565328,0.281113762,Technical Writer,LHHHH
5024,0,0,0,0,0,0,0,0,0,6,0,0,0,0,5,0,0,0.765589964,0.502957144,0.636764161,0.351640766,0.606099465,0.158906331,0.43949041,0.183881547,0.40723726,0.32007838,Technical Writer,HHHHL
5025,0,0,0,0,0,0,0,0,0,6,0,0,0,0,1,0,0,0.855838546,0.324824763,0.573834815,0.192301733,0.482306573,0.045603331,0.385590022,0.218677208,0.314607716,0.161230504,Technical Writer,HLHHL
5026,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0.817302555,0.68910907,0.320097582,0.110880961,0.812133312,0.099970149,0.197148358,0.066160571,0.145552773,0.175621993,Technical Writer,HHLLH
5027,0,0,0,0,0,0,0,0,0,6,0,0,0,0,3,0,0,0.871692557,0.302494143,0.233009053,0.059781913,0.513302888,0.036529242,0.390881542,0.143903551,0.272436921,0.221903097,Technical Writer,HLLLL
5028,0,0,0,0,0,0,0,0,0,6,0,0,0,0,2,0,0,0.659589546,0.470072343,0.447807821,0.178701035,0.684597296,0.201626205,0.330299177,0.180691432,0.328565328,0.281113762,Technical Writer,LHHHH
5029,3,3,3,3,3,3,3,3,3,6,3,3,3,3,4,3,3,0.765589964,0.502957144,0.636764161,0.351640766,0.606099465,0.158906331,0.43949041,0.183881547,0.40723726,0.32007838,Technical Writer,HHHHL
5030,3,3,3,3,3,3,3,3,3,6,3,3,3,3,5,3,3,0.855838546,0.324824763,0.573834815,0.192301733,0.482306573,0.045603331,0.385590022,0.218677208,0.314607716,0.161230504,Technical Writer,HLHHL
5031,3,3,3,3,3,3,3,3,3,6,3,3,3,3,1,3,3,0.817302555,0.68910907,0.320097582,0.110880961,0.812133312,0.099970149,0.197148358,0.066160571,0.145552773,0.175621993,Technical Writer,HHLLH
5032,3,3,3,3,3,3,3,3,3,6,3,3,3,3,0,3,3,0.871692557,0.302494143,0.233009053,0.059781913,0.513302888,0.036529242,0.390881542,0.143903551,0.272436921,0.221903097,Technical Writer,HLLLL
5033,3,3,3,3,3,3,3,3,3,6,3,3,3,3,3,3,3,0.659589546,0.470072343,0.447807821,0.178701035,0.684597296,0.201626205,0.330299177,0.180691432,0.328565328,0.281113762,Technical Writer,LHHHH
5034,3,3,3,3,3,3,3,3,3,6,3,3,3,3,2,3,3,0.765589964,0.502957144,0.636764161,0.351640766,0.606099465,0.158906331,0.43949041,0.183881547,0.40723726,0.32007838,Technical Writer,HHHHL
5035,2,2,2,2,2,2,2,2,2,6,2,2,2,2,4,2,2,0.855838546,0.324824763,0.573834815,0.192301733,0.482306573,0.045603331,0.385590022,0.218677208,0.314607716,0.161230504,Technical Writer,HLHHL
5036,2,2,2,2,2,2,2,2,2,6,2,2,2,2,5,2,2,0.817302555,0.68910907,0.320097582,0.110880961,0.812133312,0.099970149,0.197148358,0.066160571,0.145552773,0.175621993,Technical Writer,HHLLH
5037,2,2,2,2,2,2,2,2,2,6,2,2,2,2,1,2,2,0.871692557,0.302494143,0.233009053,0.059781913,0.513302888,0.036529242,0.390881542,0.143903551,0.272436921,0.221903097,Technical Writer,HLLLL
5038,2,2,2,2,2,2,2,2,2,6,2,2,2,2,0,2,2,0.659589546,0.470072343,0.447807821,0.178701035,0.684597296,0.201626205,0.330299177,0.180691432,0.328565328,0.281113762,Technical Writer,LHHHH
5039,2,2,2,2,2,2,2,2,2,6,2,2,2,2,3,2,2,0.765589964,0.502957144,0.636764161,0.351640766,0.606099465,0.158906331,0.43949041,0.183881547,0.40723726,0.32007838,Technical Writer,HHHHL
5040,2,2,2,2,2,2,2,2,2,6,2,2,2,2,2,2,2,0.855838546,0.324824763,0.573834815,0.192301733,0.482306573,0.045603331,0.385590022,0.218677208,0.314607716,0.161230504,Technical Writer,HLHHL
5041,4,4,4,4,4,4,4,4,4,6,4,4,4,4,4,4,4,0.817302555,0.68910907,0.320097582,0.110880961,0.812133312,0.099970149,0.197148358,0.066160571,0.145552773,0.175621993,Technical Writer,HHLLH
5042,4,4,4,4,4,4,4,4,4,6,4,4,4,4,4,5,5,0.871692557,0.302494143,0.233009053,0.059781913,0.513302888,0.036529242,0.390881542,0.143903551,0.272436921,0.221903097,Technical Writer,HLLLL
5043,4,4,4,4,4,4,4,4,4,6,4,4,4,4,4,1,1,0.659589546,0.470072343,0.447807821,0.178701035,0.684597296,0.201626205,0.330299177,0.180691432,0.328565328,0.281113762,Technical Writer,LHHHH
5044,4,4,4,4,4,4,4,4,4,6,4,4,4,4,4,0,0,0.765589964,0.502957144,0.636764161,0.351640766,0.606099465,0.158906331,0.43949041,0.183881547,0.40723726,0.32007838,Technical Writer,HHHHL
5045,4,4,4,4,4,4,4,4,4,6,4,4,4,4,4,3,3,0.855838546,0.324824763,0.573834815,0.192301733,0.482306573,0.045603331,0.385590022,0.218677208,0.314607716,0.161230504,Technical Writer,HLHHL
5046,4,4,4,4,4,4,4,4,4,6,4,4,4,4,4,2,2,0.817302555,0.68910907,0.320097582,0.110880961,0.812133312,0.099970149,0.197148358,0.066160571,0.145552773,0.175621993,Technical Writer,HHLLH
5047,5,5,5,5,5,5,5,5,5,6,5,5,5,5,5,4,4,0.871692557,0.302494143,0.233009053,0.059781913,0.513302888,0.036529242,0.390881542,0.143903551,0.272436921,0.221903097,Technical Writer,HLLLL
5048,5,5,5,5,5,5,5,5,5,6,5,5,5,5,5,5,5,0.659589546,0.470072343,0.447807821,0.178701035,0.684597296,0.201626205,0.330299177,0.180691432,0.328565328,0.281113762,Technical Writer,LHHHH
5049,5,5,5,5,5,5,5,5,5,6,5,5,5,5,5,1,1,0.765589964,0.502957144,0.636764161,0.351640766,0.606099465,0.158906331,0.43949041,0.183881547,0.40723726,0.32007838,Technical Writer,HHHHL
5050,5,5,5,5,5,5,5,5,5,6,5,5,5,5,5,0,0,0.855838546,0.324824763,0.573834815,0.192301733,0.482306573,0.045603331,0.385590022,0.218677208,0.314607716,0.161230504,Technical Writer,HLHHL
5051,5,5,5,5,5,5,5,5,5,6,5,5,5,5,5,3,3,0.817302555,0.68910907,0.320097582,0.110880961,0.812133312,0.099970149,0.197148358,0.066160571,0.145552773,0.175621993,Technical Writer,HHLLH
5052,5,5,5,5,5,5,5,5,5,6,5,5,5,5,5,2,2,0.871692557,0.302494143,0.233009053,0.059781913,0.513302888,0.036529242,0.390881542,0.143903551,0.272436921,0.221903097,Technical Writer,HLLLL
5053,1,1,1,1,1,1,1,1,1,6,1,1,1,1,1,4,4,0.659589546,0.470072343,0.447807821,0.178701035,0.684597296,0.201626205,0.330299177,0.180691432,0.328565328,0.281113762,Technical Writer,LHHHH
5054,1,1,1,1,1,1,1,1,1,6,1,1,1,1,1,5,5,0.765589964,0.502957144,0.636764161,0.351640766,0.606099465,0.158906331,0.43949041,0.183881547,0.40723726,0.32007838,Technical Writer,HHHHL
5055,1,1,1,1,1,1,1,1,1,6,1,1,1,1,1,1,1,0.855838546,0.324824763,0.573834815,0.192301733,0.482306573,0.045603331,0.385590022,0.218677208,0.314607716,0.161230504,Technical Writer,HLHHL
5056,1,1,1,1,1,1,1,1,1,6,1,1,1,1,1,0,0,0.817302555,0.68910907,0.320097582,0.110880961,0.812133312,0.099970149,0.197148358,0.066160571,0.145552773,0.175621993,Technical Writer,HHLLH
5057,1,1,1,1,1,1,1,1,1,6,1,1,1,1,1,3,3,0.871692557,0.302494143,0.233009053,0.059781913,0.513302888,0.036529242,0.390881542,0.143903551,0.272436921,0.221903097,Technical Writer,HLLLL
5058,1,1,1,1,1,1,1,1,1,6,1,1,1,1,1,2,2,0.659589546,0.470072343,0.447807821,0.178701035,0.684597296,0.201626205,0.330299177,0.180691432,0.328565328,0.281113762,Technical Writer,LHHHH
5059,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,4,4,0.765589964,0.502957144,0.636764161,0.351640766,0.606099465,0.158906331,0.43949041,0.183881547,0.40723726,0.32007838,Technical Writer,HHHHL
5060,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,5,5,0.855838546,0.324824763,0.573834815,0.192301733,0.482306573,0.045603331,0.385590022,0.218677208,0.314607716,0.161230504,Technical Writer,HLHHL
5061,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,1,1,0.817302555,0.68910907,0.320097582,0.110880961,0.812133312,0.099970149,0.197148358,0.066160571,0.145552773,0.175621993,Technical Writer,HHLLH
5062,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0.871692557,0.302494143,0.233009053,0.059781913,0.513302888,0.036529242,0.390881542,0.143903551,0.272436921,0.221903097,Technical Writer,HLLLL
5063,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,3,3,0.659589546,0.470072343,0.447807821,0.178701035,0.684597296,0.201626205,0.330299177,0.180691432,0.328565328,0.281113762,Technical Writer,LHHHH
5064,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,2,2,0.765589964,0.502957144,0.636764161,0.351640766,0.606099465,0.158906331,0.43949041,0.183881547,0.40723726,0.32007838,Technical Writer,HHHHL
5065,3,3,3,3,3,3,3,3,3,6,3,3,3,3,3,4,4,0.855838546,0.324824763,0.573834815,0.192301733,0.482306573,0.045603331,0.385590022,0.218677208,0.314607716,0.161230504,Technical Writer,HLHHL
5066,3,3,3,3,3,3,3,3,3,6,3,3,3,3,3,5,5,0.817302555,0.68910907,0.320097582,0.110880961,0.812133312,0.099970149,0.197148358,0.066160571,0.145552773,0.175621993,Technical Writer,HHLLH
5067,3,3,3,3,3,3,3,3,3,6,3,3,3,3,3,1,1,0.871692557,0.302494143,0.233009053,0.059781913,0.513302888,0.036529242,0.390881542,0.143903551,0.272436921,0.221903097,Technical Writer,HLLLL
5068,3,3,3,3,3,3,3,3,3,6,3,3,3,3,3,0,0,0.659589546,0.470072343,0.447807821,0.178701035,0.684597296,0.201626205,0.330299177,0.180691432,0.328565328,0.281113762,Technical Writer,LHHHH
5069,3,3,3,3,3,3,3,3,3,6,3,3,3,3,3,3,3,0.765589964,0.502957144,0.636764161,0.351640766,0.606099465,0.158906331,0.43949041,0.183881547,0.40723726,0.32007838,Technical Writer,HHHHL
5070,3,3,3,3,3,3,3,3,3,6,3,3,3,3,3,2,2,0.855838546,0.324824763,0.573834815,0.192301733,0.482306573,0.045603331,0.385590022,0.218677208,0.314607716,0.161230504,Technical Writer,HLHHL
5071,2,2,2,2,2,2,2,2,2,6,2,2,2,2,2,4,4,0.817302555,0.68910907,0.320097582,0.110880961,0.812133312,0.099970149,0.197148358,0.066160571,0.145552773,0.175621993,Technical Writer,HHLLH
5072,2,2,2,2,2,2,2,2,2,6,2,2,2,2,2,5,5,0.871692557,0.302494143,0.233009053,0.059781913,0.513302888,0.036529242,0.390881542,0.143903551,0.272436921,0.221903097,Technical Writer,HLLLL
5073,2,2,2,2,2,2,2,2,2,6,2,2,2,2,2,1,1,0.659589546,0.470072343,0.447807821,0.178701035,0.684597296,0.201626205,0.330299177,0.180691432,0.328565328,0.281113762,Technical Writer,LHHHH
5074,2,2,2,2,2,2,2,2,2,6,2,2,2,2,2,0,0,0.765589964,0.502957144,0.636764161,0.351640766,0.606099465,0.158906331,0.43949041,0.183881547,0.40723726,0.32007838,Technical Writer,HHHHL
5075,2,2,2,2,2,2,2,2,2,6,2,2,2,2,2,3,3,0.855838546,0.324824763,0.573834815,0.192301733,0.482306573,0.045603331,0.385590022,0.218677208,0.314607716,0.161230504,Technical Writer,HLHHL
5076,2,2,2,2,2,2,2,2,2,6,2,2,2,2,2,2,2,0.817302555,0.68910907,0.320097582,0.110880961,0.812133312,0.099970149,0.197148358,0.066160571,0.145552773,0.175621993,Technical Writer,HHLLH
5077,4,4,4,4,4,4,4,4,4,6,4,4,4,4,4,4,4,0.871692557,0.302494143,0.233009053,0.059781913,0.513302888,0.036529242,0.390881542,0.143903551,0.272436921,0.221903097,Technical Writer,HLLLL
5078,5,4,4,4,4,4,4,4,4,6,4,4,4,4,4,4,4,0.659589546,0.470072343,0.447807821,0.178701035,0.684597296,0.201626205,0.330299177,0.180691432,0.328565328,0.281113762,Technical Writer,LHHHH
5079,1,4,4,4,4,4,4,4,4,6,4,4,4,4,4,4,4,0.765589964,0.502957144,0.636764161,0.351640766,0.606099465,0.158906331,0.43949041,0.183881547,0.40723726,0.32007838,Technical Writer,HHHHL
5080,0,4,4,4,4,4,4,4,4,6,4,4,4,4,4,4,4,0.855838546,0.324824763,0.573834815,0.192301733,0.482306573,0.045603331,0.385590022,0.218677208,0.314607716,0.161230504,Technical Writer,HLHHL
5081,3,4,4,4,4,4,4,4,4,6,4,4,4,4,4,4,4,0.817302555,0.68910907,0.320097582,0.110880961,0.812133312,0.099970149,0.197148358,0.066160571,0.145552773,0.175621993,Technical Writer,HHLLH
5082,2,4,4,4,4,4,4,4,4,6,4,4,4,4,4,4,4,0.871692557,0.302494143,0.233009053,0.059781913,0.513302888,0.036529242,0.390881542,0.143903551,0.272436921,0.221903097,Technical Writer,HLLLL
5083,4,5,5,5,5,5,5,5,5,6,5,5,5,5,5,5,5,0.659589546,0.470072343,0.447807821,0.178701035,0.684597296,0.201626205,0.330299177,0.180691432,0.328565328,0.281113762,Technical Writer,LHHHH
5084,5,5,5,5,5,5,5,5,5,6,5,5,5,5,5,5,5,0.765589964,0.502957144,0.636764161,0.351640766,0.606099465,0.158906331,0.43949041,0.183881547,0.40723726,0.32007838,Technical Writer,HHHHL
5085,1,5,5,5,5,5,5,5,5,6,5,5,5,5,5,5,5,0.855838546,0.324824763,0.573834815,0.192301733,0.482306573,0.045603331,0.385590022,0.218677208,0.314607716,0.161230504,Technical Writer,HLHHL
5086,0,5,5,5,5,5,5,5,5,6,5,5,5,5,5,5,5,0.817302555,0.68910907,0.320097582,0.110880961,0.812133312,0.099970149,0.197148358,0.066160571,0.145552773,0.175621993,Technical Writer,HHLLH
5087,3,5,5,5,5,5,5,5,5,6,5,5,5,5,5,5,5,0.871692557,0.302494143,0.233009053,0.059781913,0.513302888,0.036529242,0.390881542,0.143903551,0.272436921,0.221903097,Technical Writer,HLLLL
5088,2,5,5,5,5,5,5,5,5,6,5,5,5,5,5,5,5,0.659589546,0.470072343,0.447807821,0.178701035,0.684597296,0.201626205,0.330299177,0.180691432,0.328565328,0.281113762,Technical Writer,LHHHH
5089,4,1,1,1,1,1,1,1,1,6,1,1,1,1,1,1,1,0.765589964,0.502957144,0.636764161,0.351640766,0.606099465,0.158906331,0.43949041,0.183881547,0.40723726,0.32007838,Technical Writer,HHHHL
5090,5,1,1,1,1,1,1,1,1,6,1,1,1,1,1,1,1,0.855838546,0.324824763,0.573834815,0.192301733,0.482306573,0.045603331,0.385590022,0.218677208,0.314607716,0.161230504,Technical Writer,HLHHL
5091,1,1,1,1,1,1,1,1,1,6,1,1,1,1,1,1,1,0.817302555,0.68910907,0.320097582,0.110880961,0.812133312,0.099970149,0.197148358,0.066160571,0.145552773,0.175621993,Technical Writer,HHLLH
5092,0,1,1,1,1,1,1,1,1,6,1,1,1,1,1,1,1,0.871692557,0.302494143,0.233009053,0.059781913,0.513302888,0.036529242,0.390881542,0.143903551,0.272436921,0.221903097,Technical Writer,HLLLL
5093,3,1,1,1,1,1,1,1,1,6,1,1,1,1,1,1,1,0.659589546,0.470072343,0.447807821,0.178701035,0.684597296,0.201626205,0.330299177,0.180691432,0.328565328,0.281113762,Technical Writer,LHHHH
5094,2,1,1,1,1,1,1,1,1,6,1,1,1,1,1,1,1,0.765589964,0.502957144,0.636764161,0.351640766,0.606099465,0.158906331,0.43949041,0.183881547,0.40723726,0.32007838,Technical Writer,HHHHL
5095,4,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0.855838546,0.324824763,0.573834815,0.192301733,0.482306573,0.045603331,0.385590022,0.218677208,0.314607716,0.161230504,Technical Writer,HLHHL
5096,5,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0.817302555,0.68910907,0.320097582,0.110880961,0.812133312,0.099970149,0.197148358,0.066160571,0.145552773,0.175621993,Technical Writer,HHLLH
5097,1,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0.871692557,0.302494143,0.233009053,0.059781913,0.513302888,0.036529242,0.390881542,0.143903551,0.272436921,0.221903097,Technical Writer,HLLLL
5098,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0.659589546,0.470072343,0.447807821,0.178701035,0.684597296,0.201626205,0.330299177,0.180691432,0.328565328,0.281113762,Technical Writer,LHHHH
5099,3,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0.765589964,0.502957144,0.636764161,0.351640766,0.606099465,0.158906331,0.43949041,0.183881547,0.40723726,0.32007838,Technical Writer,HHHHL
5100,2,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0.855838546,0.324824763,0.573834815,0.192301733,0.482306573,0.045603331,0.385590022,0.218677208,0.314607716,0.161230504,Technical Writer,HLHHL
5101,4,3,3,3,3,3,3,3,3,6,3,3,3,3,3,3,3,0.817302555,0.68910907,0.320097582,0.110880961,0.812133312,0.099970149,0.197148358,0.066160571,0.145552773,0.175621993,Technical Writer,HHLLH
5102,5,3,3,3,3,3,3,3,3,6,3,3,3,3,3,3,3,0.871692557,0.302494143,0.233009053,0.059781913,0.513302888,0.036529242,0.390881542,0.143903551,0.272436921,0.221903097,Technical Writer,HLLLL
